Player Name,Pos.,Birthdate,Birthplace,Country,Seasons,GP,G,A,Pts,PIM,Yrs.,Birthplace_original,Country_original
J.P. Vigier,R,11-09-1976,"Notre-Dame-de-Lourdes, MB, Canada",Canada,2000-2007,213,23,23,46,97,6,"Notre Dame de Lourde, MB, Canada",Canada
"Jack ""Pop"" McVicar",D,04-06-1904,"Renfrew, ON, Canada",Canada,1930-1932,88,2,4,6,63,2,"Renfrew, ON, Canada",Canada
Jack Adams,C,14-06-1895,"Fort William, ON, Canada",Canada,1917-1927,173,82,29,111,307,7,"Fort William, ON, Canada",Canada
Jack Adams,L,05-05-1920,"Calgary, AB, Canada",Canada,1940-1941,42,6,12,18,11,1,"Calgary, AB, Canada",Canada
Jack Arbour,D,07-03-1898,"Waubaushene, ON, Canada",Canada,1926-1929,47,5,1,6,56,2,"Waubaushene, ON, Canada",Canada
Jack Bionda,D,18-09-1933,"Huntsville, ON, Canada",Canada,1955-1959,93,3,9,12,113,4,"Huntsville, ON, Canada",Canada
Jack Borotsik,C,26-11-1949,"Brandon, MB, Canada",Canada,1974-1975,1,0,0,0,0,1,"Brandon, MB, Canada",Canada
Jack Bownass,D,27-07-1930,"Winnipeg, MB, Canada",Canada,1957-1962,80,3,8,11,58,4,"Winnipeg, MB, Canada",Canada
Jack Caffery,C,30-06-1934,"Kingston, ON, Canada",Canada,1954-1958,57,3,2,5,22,3,"Kingston, ON, Canada",Canada
Jack Church,D,24-05-1915,"Kamsack, SK, Canada",Canada,1938-1946,130,4,19,23,154,5,"Kamsack, SK, Canada",Canada
Jack Crawford,D,26-10-1916,"Dublin, ON, Canada",Canada,1937-1950,539,38,140,178,202,13,"Dublin, ON, Canada",Canada
Jack Darragh,R,04-12-1890,"Ottawa, ON, Canada",Canada,1917-1924,120,68,21,89,87,6,"Ottawa, ON, Canada",Canada
Jack Duggan,L,17-12-1898,"Ottawa, ON, Canada",Canada,1925-1926,27,0,0,0,2,1,"Ottawa, ON, Canada",Canada
Jack Dyte,D,13-10-1918,"New Liskeard, ON, Canada",Canada,1943-1944,27,1,0,1,31,1,"New Liskeard, ON, Canada",Canada
Jack Egers,R,28-01-1949,"Sudbury, ON, Canada",Canada,1969-1976,284,64,69,133,154,7,"Sudbury, ON, Canada",Canada
Jack Forsey,R,07-11-1914,"Swift Current, SK, Canada",Canada,1942-1943,19,7,9,16,10,1,"Swift Current, SK, Canada",Canada
Jack Fraser,D,09-08-1891,"Stellarton, NS, Canada",Canada,1923-1924,1,0,0,0,0,1,"Stellarton, NS, Canada",Canada
Jack Gelineau,G,11-11-1924,"Toronto, ON, Canada",Canada,1948-1954,143,0,0,0,4,4,"Toronto, ON, Canada",Canada
Jack Gordon,C,03-03-1928,"Winnipeg, MB, Canada",Canada,1948-1951,36,3,10,13,0,3,"Winnipeg, MB, Canada",Canada
Jack Hendrickson,D,05-12-1936,"Kingston, ON, Canada",Canada,1957-1962,5,0,0,0,4,3,"Kingston, ON, Canada",Canada
Jack Howard,D,15-10-1915,"London, ON, Canada",Canada,1936-1937,2,0,0,0,0,1,"London, ON, Canada",Canada
Jack Ingoldsby,R,21-06-1924,"Toronto, ON, Canada",Canada,1942-1944,29,5,1,6,15,2,"Toronto, ON, Canada",Canada
Jack Jackson,D,03-05-1925,"Windsor, ON, Canada",Canada,1946-1947,48,2,5,7,38,1,"Windsor, ON, Canada",Canada
Jack LaFontaine,G,06-01-1998,"Mississauga, ON, Canada",Canada,2021-2022,2,0,0,0,0,1,"Mississauga, ON, Canada",Canada
Jack Lancien,D,14-06-1923,"Swift Current, SK, Canada",Canada,1946-1951,63,1,5,6,35,4,"Swift Current, SK, Canada",Canada
Jack Laviollette,D,17-07-1879,"Belleville, ON, Canada",Canada,1917-1918,18,2,0,2,0,1,"Belleville, ON, Canada",Canada
Jack LeClair,R,30-05-1929,"Quebec, QC, Canada",Canada,1954-1957,160,20,40,60,56,3,"Quebec, QC, Canada",Canada
Jack Leswick,C,01-01-1910,"Saskatoon, SK, Canada",Canada,1933-1934,37,1,7,8,16,1,"Saskatoon, SK, Canada",Canada
Jack Lynch,D,28-05-1952,"Toronto, ON, Canada",Canada,1972-1979,382,24,106,130,336,7,"Toronto, ON, Canada",Canada
Jack MacKell,R,04-12-1894,"Ottawa, ON, Canada",Canada,1919-1921,42,4,10,14,42,2,"Ottawa, ON, Canada",Canada
Jack Markle,R,15-05-1907,"Owen Sound, ON, Canada",Canada,1935-1936,8,0,1,1,0,1,"Owen Sound, ON, Canada",Canada
Jack Marks,R,08-02-1882,"Brantford, ON, Canada",Canada,1917-1920,7,0,0,0,4,2,"Brantford, ON, Canada",Canada
Jack Martin,L,29-11-1940,"St. Catharines, ON, Canada",Canada,1960-1961,1,0,0,0,0,1,"St. Catharines, ON, Canada",Canada
Jack McBain,C,06-01-2000,"Toronto, ON, Canada",Canada,2021-2026,316,44,63,107,282,5,"Toronto, ON, Canada",Canada
Jack McDonald,L,28-02-1887,"Quebec, QC, Canada",Canada,1917-1922,73,27,11,38,22,5,"Quebec, QC, Canada",Canada
Jack McGill,L,03-11-1910,"Ottawa, ON, Canada",Canada,1934-1937,134,27,10,37,71,3,"Ottawa, ON, Canada",Canada
Jack McGill,C,19-09-1921,"Edmonton, AB, Canada",Canada,1941-1947,97,23,36,59,42,4,"Edmonton, AB, Canada",Canada
Jack McIlhargey,D,07-03-1952,"Edmonton, AB, Canada",Canada,1974-1982,393,11,36,47,1102,8,"Edmonton, AB, Canada",Canada
Jack McIntyre,L,08-09-1930,"Listowel, ON, Canada",Canada,1949-1960,499,109,102,211,173,11,"Listowel, ON, Canada",Canada
Jack McLean,C,31-01-1923,"Winnipeg, MB, Canada",Canada,1942-1945,67,14,24,38,76,3,"Winnipeg, MB, Canada",Canada
Jack McLeod,R,30-04-1930,"Regina, SK, Canada",Canada,1949-1955,106,14,23,37,10,5,"Regina, SK, Canada",Canada
Jack Miller,L,16-09-1925,"Delisle, SK, Canada",Canada,1949-1951,17,0,0,0,4,2,"Delisle, SK, Canada",Canada
Jack Norris,G,05-08-1942,"Delisle, SK, Canada",Canada,1964-1971,58,0,0,0,0,4,"Delisle, SK, Canada",Canada
Jack Portland,D,30-07-1912,"Collingwood, ON, Canada",Canada,1933-1943,381,15,56,71,323,10,"Collingwood, ON, Canada",Canada
Jack Pratt,R,13-04-1906,"Stettler, AB, Canada",Canada,1930-1932,37,2,0,2,42,2,"Stettler, AB, Canada",Canada
Jack Price,D,08-05-1932,"Goderich, ON, Canada",Canada,1951-1954,57,4,6,10,24,3,"Goderich, ON, Canada",Canada
Jack Quinn,R,19-09-2001,"Ottawa, ON, Canada",Canada,2021-2026,260,59,89,148,59,5,"Ottawa, ON, Canada",Canada
Jack Rodewald,R,14-02-1994,"Winnipeg, MB, Canada",Canada,2017-2019,10,0,0,0,2,2,"Winnipeg, MB, Canada",Canada
Jack Schmidt,L,11-11-1924,"Regina, SK, Canada",Canada,1942-1943,45,6,7,13,6,1,"Regina, SK, Canada",Canada
Jack Shewchuk,D,19-06-1917,"Brantford, ON, Canada",Canada,1938-1945,187,9,19,28,160,6,"Brantford, ON, Canada",Canada
Jack Shill,L,12-01-1912,"Toronto, ON, Canada",Canada,1933-1939,163,15,20,35,70,6,"Toronto, ON, Canada",Canada
Jack Stanfield,L,30-05-1942,"Toronto, ON, Canada",Canada,1965-1966,0,0,0,0,0,1,"Toronto, ON, Canada",Canada
Jack Stewart,D,06-05-1917,"Pilot Mound, MB, Canada",Canada,1938-1952,565,31,84,115,765,12,"Pilot Mound, MB, Canada",Canada
Jack Stoddard,R,26-09-1926,"Stoney Creek, ON, Canada",Canada,1951-1953,80,16,15,31,31,2,"Stoney Creek, ON, Canada",Canada
Jack Studnicka,C,18-02-1999,"Windsor, ON, Canada",Canada,2019-2026,126,6,10,16,32,6,"Windsor, ON, Canada",Canada
Jack Thompson,D,19-03-2002,"Courtice, ON, Canada",Canada,2023-2025,34,4,6,10,10,2,"Courtice, ON, Canada",Canada
Jack Toupin,F,10-11-1910,"Trois-Rivieres, QC, Canada",Canada,1943-1944,8,1,2,3,0,1,"Trois-Rivieres, QC, Canada",Canada
Jack Valiquette,C,18-03-1956,"St. Thomas, ON, Canada",Canada,1974-1981,350,84,134,218,79,7,"St. Thomas, ON, Canada",Canada
Jackie Hamilton,L,02-06-1925,"Trenton, ON, Canada",Canada,1942-1946,102,28,32,60,20,3,"Trenton, ON, Canada",Canada
Jackie Keating,L,12-02-1908,"Newcastle, NB, Canada",Canada,1931-1933,35,5,5,10,17,2,"Newcastle, NB, Canada",Canada
Jackie Mann,C,27-07-1919,"Winnipeg, MB, Canada",Canada,1943-1945,9,3,4,7,0,2,"Winnipeg, MB, Canada",Canada
Jacob Bernard-Docker,D,30-06-2000,"Canmore, AB, Canada",Canada,2020-2026,207,7,22,29,82,6,"Canmore, AB, Canada",Canada
Jacob Bryson,D,18-11-1997,"London, ON, Canada",Canada,2020-2026,304,6,45,51,60,6,"London, ON, Canada",Canada
Jacob Gaucher,C,09-03-2001,"Longueuil, QC, Canada",Canada,2024-2026,8,0,0,0,0,2,"Longueuil, QC, Canada",Canada
Jacob Melanson,R,22-04-2003,"Halifax, NS, Canada",Canada,2024-2026,37,2,3,5,32,2,"Halifax, NS, Canada",Canada
Jacob Middleton,D,02-01-1996,"Wainwright, AB, Canada",Canada,2018-2026,381,24,70,94,360,8,"Wainwright, AB, Canada",Canada
Jacob Perreault,R,15-04-2002,"Montreal, QC, Canada",Canada,2021-2022,1,0,0,0,0,1,"Montreal, QC, Canada",Canada
Jacob Quillan,C,02-02-2002,"Dartmouth, NS, Canada",Canada,2024-2026,24,1,2,3,2,2,"Dartmouth, NS, Canada",Canada
Jacques Caron,G,21-04-1940,"Rouyn-Noranda, QC, Canada",Canada,1967-1974,72,0,1,1,2,5,"Rouyn-Noranda, QC, Canada",Canada
Jacques Cloutier,G,03-01-1960,"Rouyn-Noranda, QC, Canada",Canada,1981-1994,255,0,7,7,51,12,"Rouyn-Noranda, QC, Canada",Canada
Jacques Cossette,R,20-06-1954,"Rouyn-Noranda, QC, Canada",Canada,1975-1979,64,8,6,14,29,3,"Rouyn-Noranda, QC, Canada",Canada
Jacques Deslauriers,D,03-09-1928,"Montreal, QC, Canada",Canada,1955-1956,2,0,0,0,0,1,"Montreal, QC, Canada",Canada
Jacques Laperriere,D,22-11-1941,"Rouyn-Noranda, QC, Canada",Canada,1962-1974,692,40,242,282,674,12,"Rouyn-Noranda, QC, Canada",Canada
Jacques Lemaire,F,07-09-1945,"LaSalle, QC, Canada",Canada,1967-1979,853,366,469,835,217,12,"LaSalle, QC, Canada",Canada
Jacques Lemieux,D,08-04-1943,"Matane, QC, Canada",Canada,1967-1970,19,0,4,4,8,3,"Matane, QC, Canada",Canada
Jacques Locas,R,12-02-1926,"Montreal, QC, Canada",Canada,1947-1949,59,7,8,15,66,2,"Montreal, QC, Canada",Canada
Jacques Mailhot,R,05-12-1961,"Shawinigan, QC, Canada",Canada,1988-1989,5,0,0,0,33,1,"Shawinigan, QC, Canada",Canada
Jacques Plante,G,17-01-1929,"Shawinigan, QC, Canada",Canada,1952-1973,837,0,8,8,92,18,"Shawinigan Falls, QC, Canada",Canada
Jacques Richard,C,07-10-1952,"Quebec, QC, Canada",Canada,1972-1983,556,160,187,347,307,10,"Quebec, QC, Canada",Canada
Jaden Schwartz,L,25-06-1992,"Wilcox, SK, Canada",Canada,2011-2026,861,233,320,553,245,15,"Wilcox, SK, Canada",Canada
Jake Allen,G,07-08-1990,"Fredericton, NB, Canada",Canada,2011-2026,497,0,7,7,14,14,"Fredericton, NB, Canada",Canada
Jake Bean,D,09-06-1998,"Calgary, AB, Canada",Canada,2018-2026,277,16,49,65,100,7,"Calgary, AB, Canada",Canada
Jake Christiansen,D,12-09-1999,"West Vancouver, BC, Canada",Canada,2021-2026,152,2,16,18,25,5,"West Vancouver, BC, Canada",Canada
Jake DeBrusk,L,17-10-1996,"Edmonton, AB, Canada",Canada,2017-2026,628,189,167,356,131,9,"Edmonton, AB, Canada",Canada
Jake Dotchin,D,24-03-1994,"Cambridge, ON, Canada",Canada,2016-2019,103,3,20,23,112,3,"Cambridge, ON, Canada",Canada
Jake Evans,C,02-06-1996,"Toronto, ON, Canada",Canada,2019-2026,418,52,100,152,141,7,"Toronto, ON, Canada",Canada
Jake Livingstone,D,16-04-1999,"Creston, BC, Canada",Canada,2022-2023,5,0,1,1,2,1,"Creston, BC, Canada",Canada
Jake Lucchini,C,09-05-1995,"Trail, BC, Canada",Canada,2022-2025,54,3,3,6,25,3,"Trail, BC, Canada",Canada
Jake Muzzin,D,21-02-1989,"Woodstock, ON, Canada",Canada,2010-2023,683,69,225,294,399,12,"Woodstock, ON, Canada",Canada
Jake Neighbours,L,29-03-2002,"Calgary, AB, Canada",Canada,2021-2026,280,71,61,132,146,5,"Calgary, AB, Canada",Canada
Jake Rathwell,L,12-08-1947,"Temiscaming, QC, Canada",Canada,1974-1975,1,0,0,0,0,1,"Temiscaming, QC, Canada",Canada
Jake Virtanen,R,17-08-1996,"Langley, BC, Canada",Canada,2015-2021,317,55,45,100,219,6,"Langley, BC, Canada",Canada
Jake Walman,D,20-02-1996,"Toronto, ON, Canada",Canada,2019-2026,320,40,71,111,159,7,"Toronto, ON, Canada",Canada
Jakob Pelletier,L,07-03-2001,"Quebec, QC, Canada",Canada,2022-2026,91,11,18,29,14,4,"Quebec, QC, Canada",Canada
Jamal Mayers,R,24-10-1974,"Toronto, ON, Canada",Canada,1996-2013,915,90,129,219,1200,15,"Toronto, ON, Canada",Canada
Jame Pollock,D,16-06-1979,"Quebec, QC, Canada",Canada,2003-2004,9,0,0,0,6,1,"Quebec, QC, Canada",Canada
"James ""Babe"" Donnelly",D,22-12-1895,"Sault Ste. Marie, ON, Canada",Canada,1926-1927,34,0,1,1,14,1,"Sault Ste. Marie, ON, Canada",Canada
"James ""Bud"" Jarvis",L,07-12-1907,"Fort William, ON, Canada",Canada,1929-1937,108,17,15,32,62,3,"Fort William, ON, Canada",Canada
"James ""Flat"" Walsh",G,23-03-1897,"Kingston, ON, Canada",Canada,1926-1933,108,0,0,0,0,7,"Kingston, ON, Canada",Canada
"James ""Kilby"" Macdonald",L,06-09-1914,"Ottawa, ON, Canada",Canada,1939-1945,151,36,34,70,47,4,"Ottawa, ON, Canada",Canada
"James ""Rusty"" Hughes",D,12-05-1906,"Webbwood, ON, Canada",Canada,1929-1930,40,0,1,1,60,1,"Webbwood, ON, Canada",Canada
James Black,C,03-08-1969,"Regina, SK, Canada",Canada,1989-2001,352,58,57,115,84,11,"Regina, SK, Canada",Canada
James Hamblin,L,27-04-1999,"Edmonton, AB, Canada",Canada,2022-2024,41,2,1,3,2,2,"Edmonton, AB, Canada",Canada
James Jamieson,D,21-03-1922,"Brantford, ON, Canada",Canada,1943-1944,1,0,1,1,0,1,"Brantford, ON, Canada",Canada
James Latos,R,04-01-1966,"Wakaw, SK, Canada",Canada,1988-1989,1,0,0,0,0,1,"Wakaw, SK, Canada",Canada
James Malatesta,L,31-05-2003,"Montreal, QC, Canada",Canada,2023-2025,13,2,2,4,5,2,"Montreal, QC, Canada",Canada
James Neal,L,03-09-1987,"Whitby, ON, Canada",Canada,2008-2022,869,296,263,559,581,14,"Whitby, ON, Canada",Canada
James Patrick,D,14-06-1963,"Winnipeg, MB, Canada",Canada,1983-2004,1280,149,490,639,759,21,"Winnipeg, MB, Canada",Canada
James Reimer,G,15-03-1988,"Morweena, MB, Canada",Canada,2010-2026,539,0,3,3,20,16,"Morweena, MB, Canada",Canada
James Sheppard,C,25-04-1988,"Halifax, NS, Canada",Canada,2007-2015,394,23,68,91,192,6,"Halifax, NS, Canada",Canada
James Wright,C,24-03-1990,"Saskatoon, SK, Canada",Canada,2009-2014,146,4,8,12,64,4,"Saskatoon, SK, Canada",Canada
Jamie Allison,D,13-05-1975,"Lindsay, ON, Canada",Canada,1994-2006,372,7,23,30,639,10,"Lindsay, ON, Canada",Canada
Jamie Arniel,C,16-11-1989,"Kingston, ON, Canada",Canada,2010-2011,1,0,0,0,0,1,"Kingston, ON, Canada",Canada
Jamie Baker,C,31-08-1966,"Nepean, ON, Canada",Canada,1989-1999,404,71,79,150,271,10,"Nepean, ON, Canada",Canada
Jamie Benn,L,18-07-1989,"Victoria, BC, Canada",Canada,2009-2026,1252,414,578,992,932,17,"Victoria, BC, Canada",Canada
Jamie Devane,L,20-02-1991,"Mississauga, ON, Canada",Canada,2013-2014,2,0,0,0,0,1,"Mississauga, ON, Canada",Canada
Jamie Doornbosch,D,01-02-1990,"Richmond Hill, ON, Canada",Canada,2010-2011,1,0,0,0,0,1,"Richmond Hill, ON, Canada",Canada
Jamie Drysdale,D,08-04-2002,"Toronto, ON, Canada",Canada,2020-2026,295,25,77,102,87,6,"Toronto, ON, Canada",Canada
Jamie Fraser,D,17-11-1985,"Sarnia, ON, Canada",Canada,2008-2009,1,0,0,0,0,1,"Sarnia, ON, Canada",Canada
Jamie Gallimore,R,28-11-1957,"Edmonton, AB, Canada",Canada,1977-1978,2,0,0,0,0,1,"Edmonton, AB, Canada",Canada
Jamie Heward,D,30-03-1971,"Regina, SK, Canada",Canada,1995-2009,394,38,86,124,221,9,"Regina, SK, Canada",Canada
Jamie Hislop,F,20-01-1954,"Sarnia, ON, Canada",Canada,1979-1984,345,75,103,178,86,5,"Sarnia, ON, Canada",Canada
Jamie Hunt,D,20-04-1984,"Calgary, AB, Canada",Canada,2006-2007,1,0,0,0,0,1,"Calgary, AB, Canada",Canada
Jamie Huscroft,D,09-01-1967,"Creston, BC, Canada",Canada,1988-2000,352,5,33,38,1065,10,"Creston, BC, Canada",Canada
Jamie Leach,R,25-08-1969,"Winnipeg, MB, Canada",Canada,1989-1994,81,11,9,20,12,5,"Winnipeg, MB, Canada",Canada
Jamie Linden,R,19-07-1972,"Medicine Hat, AB, Canada",Canada,1994-1995,4,0,0,0,17,1,"Medicine Hat, AB, Canada",Canada
Jamie Lundmark,C,16-01-1981,"Edmonton, AB, Canada",Canada,2002-2010,295,40,59,99,204,6,"Edmonton, AB, Canada",Canada
Jamie Macoun,D,17-08-1961,"Hamilton, ON, Canada",Canada,1982-1999,1128,76,282,358,1208,16,"Hamilton, ON, Canada",Canada
Jamie Masters,D,14-04-1955,"Toronto, ON, Canada",Canada,1975-1979,33,1,13,14,2,3,"Toronto, ON, Canada",Canada
Jamie McGinn,L,05-08-1988,"Fergus, ON, Canada",Canada,2008-2019,617,117,103,220,267,11,"Fergus, ON, Canada",Canada
Jamie McLennan,G,30-06-1971,"Edmonton, AB, Canada",Canada,1993-2007,254,0,3,3,54,11,"Edmonton, AB, Canada",Canada
Jamie Oleksiak,D,21-12-1992,"Toronto, ON, Canada",Canada,2012-2026,758,45,116,161,523,14,"Toronto, ON, Canada",Canada
Jamie Pushor,D,11-02-1973,"Lethbridge, AB, Canada",Canada,1995-2006,521,14,46,60,648,10,"Lethbridge, AB, Canada",Canada
Jamie Ram,G,18-01-1971,"Scarborough, ON, Canada",Canada,1995-1996,1,0,0,0,0,1,"Scarborough, ON, Canada",Canada
Jamie Rivers,D,16-03-1975,"Ottawa, ON, Canada",Canada,1995-2007,454,17,49,66,385,11,"Ottawa, ON, Canada",Canada
Jamie Storr,G,28-12-1975,"Brampton, ON, Canada",Canada,1994-2004,219,0,3,3,26,10,"Brampton, ON, Canada",Canada
Jamie Tardif,R,23-01-1985,"Welland, ON, Canada",Canada,2012-2013,2,0,0,0,0,1,"Welland, ON, Canada",Canada
Jamie Wright,L,13-05-1976,"Kitchener, ON, Canada",Canada,1997-2003,124,12,20,32,54,6,"Kitchener, ON, Canada",Canada
Jared Aulin,C,15-03-1982,"Calgary, AB, Canada",Canada,2002-2003,17,2,2,4,0,1,"Calgary, AB, Canada",Canada
Jared Coreau,G,05-11-1991,"Perth, ON, Canada",Canada,2016-2018,21,0,0,0,0,2,"Perth, ON, Canada",Canada
Jared Cowen,D,25-01-1991,"Saskatoon, SK, Canada",Canada,2009-2016,249,15,31,46,174,6,"Saskatoon, SK, Canada",Canada
Jared Davidson,C,07-07-2002,"Edmonton, AB, Canada",Canada,2025-2026,10,0,1,1,10,1,"Edmonton, AB, Canada",Canada
Jared McCann,L,31-05-1996,"Stratford, ON, Canada",Canada,2015-2026,720,204,234,438,229,11,"Stratford, ON, Canada",Canada
Jared Spurgeon,D,29-11-1989,"Edmonton, AB, Canada",Canada,2010-2026,1012,123,315,438,174,16,"Edmonton, AB, Canada",Canada
Jared Staal,R,21-08-1990,"Thunder Bay, ON, Canada",Canada,2012-2013,2,0,0,0,2,1,"Thunder Bay, ON, Canada",Canada
Jaret Anderson-Dolan,C,12-09-1999,"Calgary, AB, Canada",Canada,2018-2025,134,15,14,29,22,7,"Calgary, AB, Canada",Canada
Jarome Iginla,R,01-07-1977,"Edmonton, AB, Canada",Canada,1995-2017,1554,625,675,1300,1040,21,"Edmonton, AB, Canada",Canada
Jarret Stoll,C,24-06-1982,"Melville, SK, Canada",Canada,2002-2016,872,144,244,388,618,13,"Melville, SK, Canada",Canada
Jarrett Deuling,L,04-03-1974,"Vernon, BC, Canada",Canada,1995-1997,15,0,1,1,11,2,"Vernon, BC, Canada",Canada
Jarrod Skalde,C,26-02-1971,"Niagara Falls, ON, Canada",Canada,1990-2002,115,13,21,34,62,9,"Niagara Falls, ON, Canada",Canada
Jason Akeson,R,03-06-1990,"Orleans, ON, Canada",Canada,2012-2015,15,1,1,2,8,3,"Orleans, ON, Canada",Canada
Jason Allison,C,29-05-1975,"North York, ON, Canada",Canada,1993-2006,552,154,331,485,441,11,"North York, ON, Canada",Canada
Jason Arnott,C,11-10-1974,"Collingwood, ON, Canada",Canada,1993-2012,1244,417,521,938,1242,18,"Collingwood, ON, Canada",Canada
Jason Botterill,L,19-05-1976,"Edmonton, AB, Canada",Canada,1997-2004,88,5,9,14,89,6,"Edmonton, AB, Canada",Canada
Jason Bowen,L,09-11-1973,"Port Alice, BC, Canada",Canada,1992-1998,77,2,6,8,109,6,"Port Alice, BC, Canada",Canada
Jason Chimera,L,02-05-1979,"Edmonton, AB, Canada",Canada,2000-2018,1107,186,229,415,892,17,"Edmonton, AB, Canada",Canada
Jason Cirone,C,21-02-1971,"Toronto, ON, Canada",Canada,1991-1992,3,0,0,0,2,1,"Toronto, ON, Canada",Canada
Jason Dawe,R,29-05-1973,"North York, ON, Canada",Canada,1993-2002,366,86,90,176,162,8,"North York, ON, Canada",Canada
Jason Demers,D,09-06-1988,"Dorval, QC, Canada",Canada,2009-2023,700,45,169,214,407,13,"Dorval, QC, Canada",Canada
Jason Dickinson,C,04-07-1995,"Georgetown, ON, Canada",Canada,2015-2026,566,75,97,172,212,11,"Georgetown, ON, Canada",Canada
Jason Doig,D,29-01-1977,"Montreal, QC, Canada",Canada,1995-2004,158,6,18,24,285,7,"Montreal, QC, Canada",Canada
Jason Garrison,D,13-11-1984,"White Rock, BC, Canada",Canada,2008-2019,555,49,111,160,229,11,"White Rock, BC, Canada",Canada
Jason Herter,D,02-10-1970,"Hafford, SK, Canada",Canada,1995-1996,1,0,1,1,0,1,"Hafford, SK, Canada",Canada
Jason Holland,D,30-04-1976,"Morinville, AB, Canada",Canada,1996-2004,81,4,5,9,36,7,"Morinville, AB, Canada",Canada
Jason Jaffray,L,30-06-1981,"Rimbey, AB, Canada",Canada,2007-2012,49,4,7,11,40,4,"Rimbey, AB, Canada",Canada
Jason Jaspers,C,08-04-1981,"Thunder Bay, ON, Canada",Canada,2001-2004,9,0,1,1,6,3,"Thunder Bay, ON, Canada",Canada
Jason Kasdorf,G,18-05-1992,"Winnipeg, MB, Canada",Canada,2015-2016,1,0,0,0,0,1,"Winnipeg, MB, Canada",Canada
Jason King,R,14-09-1981,"Corner Brook, NL, Canada",Canada,2002-2008,59,12,11,23,8,3,"Corner Brook, NL, Canada",Canada
Jason Krog,C,09-10-1975,"Fernie, BC, Canada",Canada,1999-2009,202,22,37,59,46,7,"Fernie, BC, Canada",Canada
Jason Labarbera,G,18-01-1980,"Burnaby, BC, Canada",Canada,2000-2015,187,0,2,2,10,11,"Burnaby, BC, Canada",Canada
Jason Lafreniere,C,06-12-1966,"St. Catharines, ON, Canada",Canada,1986-1994,146,34,53,87,22,5,"St. Catharines, ON, Canada",Canada
Jason MacDonald,W,01-04-1974,"Charlottetown, PE, Canada",Canada,2003-2004,4,0,0,0,19,1,"Charlottetown, PE, Canada",Canada
Jason Marshall,D,22-02-1971,"Cranbrook, BC, Canada",Canada,1991-2006,526,16,51,67,1004,12,"Cranbrook, BC, Canada",Canada
Jason McBain,D,12-04-1974,"Kimberley, BC, Canada",Canada,1995-1997,9,0,0,0,0,2,"Kimberley, BC, Canada",Canada
Jason Miller,C,01-03-1971,"Medicine Hat, AB, Canada",Canada,1990-1993,6,0,0,0,0,3,"Medicine Hat, AB, Canada",Canada
Jason Morgan,C,09-10-1976,"St. John's, NL, Canada",Canada,1996-2007,44,2,5,7,18,5,"St. John's, NL, Canada",Canada
Jason Muzzatti,G,03-02-1970,"Toronto, ON, Canada",Canada,1993-1998,62,0,1,1,61,5,"Toronto, ON, Canada",Canada
Jason Podollan,R,18-02-1976,"Vernon, BC, Canada",Canada,1996-2002,41,1,5,6,19,4,"Vernon, BC, Canada",Canada
Jason Pominville,R,30-11-1982,"Repentigny, QC, Canada",Canada,2003-2019,1060,293,434,727,199,15,"Repentigny, QC, Canada",Canada
Jason Ruff,L,27-01-1970,"Kelowna, BC, Canada",Canada,1992-1994,14,3,3,6,10,2,"Kelowna, BC, Canada",Canada
Jason Simon,W,21-03-1969,"Sarnia, ON, Canada",Canada,1993-1997,5,0,0,0,34,2,"Sarnia, ON, Canada",Canada
Jason Smith,D,02-11-1973,"Calgary, AB, Canada",Canada,1993-2009,1008,41,128,169,1099,15,"Calgary, AB, Canada",Canada
Jason Spezza,C,13-06-1983,"Toronto, ON, Canada",Canada,2002-2022,1248,363,632,995,604,19,"Toronto, ON, Canada",Canada
Jason Strudwick,D,17-07-1975,"Edmonton, AB, Canada",Canada,1995-2011,674,13,42,55,811,14,"Edmonton, AB, Canada",Canada
Jason Ward,R,16-01-1979,"Mississauga, ON, Canada",Canada,1999-2009,336,36,45,81,171,8,"Mississauga, ON, Canada",Canada
Jason Widmer,D,01-08-1973,"Calgary, AB, Canada",Canada,1994-1997,7,0,1,1,7,3,"Calgary, AB, Canada",Canada
Jason Wiemer,C,14-04-1976,"Kimberley, BC, Canada",Canada,1994-2006,726,90,112,202,1420,11,"Kimberley, BC, Canada",Canada
Jason Williams,C,11-08-1980,"London, ON, Canada",Canada,2000-2012,455,94,133,227,157,11,"London, ON, Canada",Canada
Jason Woolley,D,27-07-1969,"Toronto, ON, Canada",Canada,1991-2006,718,68,246,314,430,14,"Toronto, ON, Canada",Canada
Jason York,D,20-05-1970,"Nepean, ON, Canada",Canada,1992-2007,757,42,187,229,621,13,"Nepean, ON, Canada",Canada
Jassen Cullimore,D,04-12-1972,"Simcoe, ON, Canada",Canada,1994-2011,812,26,85,111,704,15,"Simcoe, ON, Canada",Canada
Jay Beagle,C,16-10-1985,"Calgary, AB, Canada",Canada,2008-2022,646,58,86,144,250,14,"Calgary, AB, Canada",Canada
Jay Bouwmeester,D,27-09-1983,"Edmonton, AB, Canada",Canada,2002-2020,1240,88,336,424,635,17,"Edmonton, AB, Canada",Canada
Jay Harrison,D,03-11-1982,"Oshawa, ON, Canada",Canada,2005-2015,372,23,52,75,360,9,"Oshawa, ON, Canada",Canada
Jay Henderson,L,17-09-1978,"Edmonton, AB, Canada",Canada,1998-2001,33,1,3,4,37,3,"Edmonton, AB, Canada",Canada
